FlightID,FlightNumber,DepartureAirportID,ArrivalAirportID,DepartureTime,ArrivalTime,AircraftID
1865,FN1864,81,59,2024-04-26 10:13:54,2024-04-26 17:13:54,5
1866,FN1865,12,81,2023-12-31 10:47:22,2023-12-31 17:47:22,3
1867,FN1866,23,54,2023-12-25 15:32:21,2023-12-26 00:32:21,9
1868,FN1867,39,17,2023-10-06 14:27:26,2023-10-06 17:27:26,34
1869,FN1868,4,91,2024-06-23 16:04:49,2024-06-23 17:04:49,21
1870,FN1869,69,5,2024-06-24 21:30:18,2024-06-24 22:30:18,49
1871,FN1870,60,3,2023-08-04 06:31:25,2023-08-04 16:31:25,40
1872,FN1871,95,7,2024-05-03 12:51:02,2024-05-03 18:51:02,29
1873,FN1872,47,9,2023-09-27 14:30:30,2023-09-27 15:30:30,13
1874,FN1873,19,79,2024-06-04 16:25:41,2024-06-04 19:25:41,45
1875,FN1874,27,92,2023-10-23 03:42:25,2023-10-23 08:42:25,3
1876,FN1875,24,23,2024-03-13 21:16:06,2024-03-14 04:16:06,10
1877,FN1876,86,20,2023-07-03 19:13:45,2023-07-04 01:13:45,14
1878,FN1877,68,47,2024-03-03 21:14:50,2024-03-04 03:14:50,20
1879,FN1878,44,18,2024-06-10 09:45:03,2024-06-10 17:45:03,29
1880,FN1879,88,39,2023-12-06 18:55:14,2023-12-06 19:55:14,26
1881,FN1880,5,42,2024-05-18 08:54:35,2024-05-18 16:54:35,38
1882,FN1881,1,91,2024-01-26 15:59:07,2024-01-26 22:59:07,8
1883,FN1882,11,9,2024-06-16 13:40:53,2024-06-16 22:40:53,24
1884,FN1883,67,41,2023-09-19 11:57:18,2023-09-19 18:57:18,15
1885,FN1884,26,37,2023-11-10 22:52:10,2023-11-11 04:52:10,29
1886,FN1885,3,18,2024-04-06 21:58:48,2024-04-06 22:58:48,7
1887,FN1886,3,52,2024-04-17 12:21:27,2024-04-17 15:21:27,35
1888,FN1887,54,64,2024-03-29 06:33:11,2024-03-29 14:33:11,5
1889,FN1888,3,83,2023-07-20 23:13:48,2023-07-21 06:13:48,48
1890,FN1889,66,88,2024-06-21 17:53:08,2024-06-22 03:53:08,6
1891,FN1890,77,94,2024-01-07 17:51:29,2024-01-07 18:51:29,25
1892,FN1891,30,96,2024-05-10 13:20:33,2024-05-10 19:20:33,6
1893,FN1892,37,17,2024-03-02 10:41:10,2024-03-02 19:41:10,16
1894,FN1893,62,34,2024-01-21 18:43:41,2024-01-22 02:43:41,44
1895,FN1894,37,38,2024-01-21 13:13:50,2024-01-21 22:13:50,20
1896,FN1895,97,28,2024-04-04 10:09:06,2024-04-04 12:09:06,9
1897,FN1896,81,34,2024-02-18 23:11:52,2024-02-19 08:11:52,43
1898,FN1897,71,30,2024-06-10 08:56:12,2024-06-10 15:56:12,18
1899,FN1898,33,67,2023-11-07 13:57:30,2023-11-07 16:57:30,23
1900,FN1899,52,51,2024-03-28 22:44:55,2024-03-29 04:44:55,12
1901,FN1900,86,72,2023-09-16 03:39:23,2023-09-16 11:39:23,32
1902,FN1901,66,1,2024-06-23 08:12:22,2024-06-23 14:12:22,34
1903,FN1902,5,93,2023-08-18 14:47:26,2023-08-18 20:47:26,4
1904,FN1903,32,98,2023-10-15 01:34:04,2023-10-15 11:34:04,5
1905,FN1904,17,86,2024-02-25 08:11:19,2024-02-25 11:11:19,3
1906,FN1905,80,60,2023-07-05 00:01:42,2023-07-05 01:01:42,30
1907,FN1906,2,52,2024-01-21 05:09:57,2024-01-21 14:09:57,42
1908,FN1907,35,52,2024-06-23 22:05:47,2024-06-24 04:05:47,29
1909,FN1908,37,43,2023-09-12 06:24:00,2023-09-12 08:24:00,42
1910,FN1909,35,96,2024-05-25 22:56:54,2024-05-26 08:56:54,10
1911,FN1910,73,6,2023-10-25 03:22:30,2023-10-25 06:22:30,48
1912,FN1911,25,61,2023-12-06 06:40:55,2023-12-06 12:40:55,33
1913,FN1912,74,28,2023-10-03 02:58:58,2023-10-03 11:58:58,46
1914,FN1913,46,4,2023-08-15 11:09:47,2023-08-15 17:09:47,34
1915,FN1914,88,39,2023-09-12 18:45:12,2023-09-13 03:45:12,48
1916,FN1915,4,99,2024-04-14 11:54:12,2024-04-14 14:54:12,33
1917,FN1916,90,67,2023-10-09 13:57:24,2023-10-09 20:57:24,10
1918,FN1917,54,94,2023-07-06 23:21:00,2023-07-07 08:21:00,13
1919,FN1918,7,92,2023-07-22 09:54:56,2023-07-22 17:54:56,17
1920,FN1919,57,49,2024-04-17 09:07:43,2024-04-17 19:07:43,7
1921,FN1920,36,49,2023-11-06 11:32:26,2023-11-06 14:32:26,7
1922,FN1921,92,20,2023-07-28 03:35:19,2023-07-28 11:35:19,24
1923,FN1922,75,30,2023-12-15 20:55:51,2023-12-16 03:55:51,29
1924,FN1923,22,76,2024-01-09 13:50:51,2024-01-09 20:50:51,30
1925,FN1924,43,71,2023-12-12 08:09:27,2023-12-12 10:09:27,16
1926,FN1925,47,38,2024-04-16 09:38:59,2024-04-16 12:38:59,13
1927,FN1926,78,80,2024-03-09 05:13:43,2024-03-09 10:13:43,13
1928,FN1927,40,1,2024-03-04 13:37:11,2024-03-04 15:37:11,40
1929,FN1928,46,13,2023-12-05 09:41:50,2023-12-05 19:41:50,19
1930,FN1929,41,57,2023-07-27 16:39:27,2023-07-27 19:39:27,26
1931,FN1930,45,62,2023-12-14 08:32:17,2023-12-14 16:32:17,45
1932,FN1931,99,28,2024-05-26 07:45:18,2024-05-26 14:45:18,48
1933,FN1932,27,80,2023-12-22 05:20:45,2023-12-22 15:20:45,32
1934,FN1933,45,79,2024-04-07 14:05:24,2024-04-07 17:05:24,47
1935,FN1934,12,15,2023-09-11 17:55:05,2023-09-12 01:55:05,15
1936,FN1935,40,30,2024-01-07 05:56:00,2024-01-07 10:56:00,4
1937,FN1936,32,9,2023-09-07 22:25:52,2023-09-08 06:25:52,33
1938,FN1937,62,27,2024-04-02 14:26:53,2024-04-02 21:26:53,6
1939,FN1938,93,87,2024-05-04 09:13:37,2024-05-04 17:13:37,41
1940,FN1939,53,86,2023-08-29 13:19:47,2023-08-29 14:19:47,50
1941,FN1940,25,31,2024-03-27 20:45:18,2024-03-28 03:45:18,4
1942,FN1941,7,29,2024-01-05 14:03:32,2024-01-06 00:03:32,2
1943,FN1942,74,86,2023-08-26 11:17:55,2023-08-26 18:17:55,34
1944,FN1943,10,77,2023-09-02 09:42:57,2023-09-02 11:42:57,29
1945,FN1944,66,6,2024-05-02 18:59:25,2024-05-02 22:59:25,20
1946,FN1945,63,83,2024-05-27 03:43:12,2024-05-27 09:43:12,49
1947,FN1946,84,99,2024-04-16 11:08:01,2024-04-16 21:08:01,11
1948,FN1947,35,48,2023-07-19 07:47:15,2023-07-19 10:47:15,31
1949,FN1948,62,94,2024-06-21 09:45:04,2024-06-21 15:45:04,6
1950,FN1949,18,37,2023-09-07 15:49:56,2023-09-07 17:49:56,16
1951,FN1950,92,20,2023-12-04 14:30:50,2023-12-04 18:30:50,2
1952,FN1951,73,59,2023-07-12 05:15:15,2023-07-12 10:15:15,42
1953,FN1952,99,17,2023-09-25 20:03:36,2023-09-26 04:03:36,45
1954,FN1953,27,21,2023-11-28 18:38:44,2023-11-29 02:38:44,13
1955,FN1954,94,70,2024-03-29 01:48:38,2024-03-29 10:48:38,34
1956,FN1955,75,29,2024-03-08 15:06:46,2024-03-08 23:06:46,43
1957,FN1956,39,22,2023-10-03 02:58:29,2023-10-03 05:58:29,27
1958,FN1957,88,46,2024-01-24 23:47:38,2024-01-25 03:47:38,20
1959,FN1958,14,94,2024-02-20 13:54:50,2024-02-20 19:54:50,15
1960,FN1959,79,71,2024-05-30 09:25:58,2024-05-30 12:25:58,18
1961,FN1960,17,56,2023-10-05 08:06:29,2023-10-05 10:06:29,15
1962,FN1961,82,70,2023-11-30 22:03:59,2023-12-01 08:03:59,29
1963,FN1962,52,98,2024-03-12 03:25:49,2024-03-12 05:25:49,1
1964,FN1963,1,12,2023-07-03 13:33:47,2023-07-03 20:33:47,47
1965,FN1964,60,33,2023-07-28 01:14:46,2023-07-28 03:14:46,50
1966,FN1965,40,23,2023-09-15 03:29:40,2023-09-15 08:29:40,46
1967,FN1966,29,69,2024-01-21 03:17:46,2024-01-21 08:17:46,16
1968,FN1967,97,88,2023-11-11 20:55:45,2023-11-12 04:55:45,26
1969,FN1968,54,21,2024-05-05 23:45:12,2024-05-06 01:45:12,24
1970,FN1969,94,72,2024-06-02 11:49:46,2024-06-02 18:49:46,15
1971,FN1970,99,42,2023-08-03 17:59:24,2023-08-04 00:59:24,49
1972,FN1971,74,28,2023-07-30 10:20:51,2023-07-30 13:20:51,18
1973,FN1972,12,79,2023-11-05 18:38:29,2023-11-05 19:38:29,22
1974,FN1973,6,65,2023-08-21 01:17:07,2023-08-21 08:17:07,26
1975,FN1974,85,77,2023-09-11 11:26:29,2023-09-11 20:26:29,30
1976,FN1975,24,69,2023-12-13 00:10:13,2023-12-13 09:10:13,28
1977,FN1976,23,11,2024-03-29 07:18:06,2024-03-29 08:18:06,49
1978,FN1977,9,15,2023-11-13 07:59:46,2023-11-13 14:59:46,21
1979,FN1978,99,97,2024-02-04 11:08:37,2024-02-04 15:08:37,39
1980,FN1979,42,27,2024-04-23 08:03:19,2024-04-23 15:03:19,22
1981,FN1980,55,90,2023-09-12 06:59:14,2023-09-12 07:59:14,36
1982,FN1981,55,1,2024-02-15 00:42:47,2024-02-15 09:42:47,2
1983,FN1982,28,10,2023-08-05 00:01:51,2023-08-05 03:01:51,9
1984,FN1983,93,81,2023-11-05 20:27:16,2023-11-06 05:27:16,30
1985,FN1984,59,74,2024-04-04 16:59:32,2024-04-05 01:59:32,33
1986,FN1985,17,96,2023-08-24 00:41:40,2023-08-24 03:41:40,36
1987,FN1986,61,47,2024-03-20 12:52:34,2024-03-20 22:52:34,15
1988,FN1987,64,77,2023-12-22 13:04:56,2023-12-22 16:04:56,26
1989,FN1988,43,79,2023-12-05 03:07:05,2023-12-05 13:07:05,1
1990,FN1989,52,59,2024-01-09 10:34:35,2024-01-09 12:34:35,33
1991,FN1990,32,91,2023-12-28 04:09:08,2023-12-28 12:09:08,7
1992,FN1991,51,69,2024-05-14 08:07:17,2024-05-14 12:07:17,42
1993,FN1992,14,66,2023-11-30 21:37:52,2023-12-01 04:37:52,31
1994,FN1993,53,13,2024-02-23 13:27:59,2024-02-23 18:27:59,26
1995,FN1994,24,31,2024-01-21 07:48:52,2024-01-21 12:48:52,14
1996,FN1995,18,6,2023-07-08 01:37:10,2023-07-08 10:37:10,27
1997,FN1996,72,26,2024-04-27 01:29:42,2024-04-27 02:29:42,48
1998,FN1997,73,30,2023-09-20 04:09:26,2023-09-20 05:09:26,8
1999,FN1998,82,34,2023-10-18 04:14:15,2023-10-18 12:14:15,2
2000,FN1999,25,81,2023-08-24 13:22:08,2023-08-24 22:22:08,6
2001,FN2000,73,52,2024-04-16 00:31:48,2024-04-16 06:31:48,13
2002,FN2001,22,83,2023-11-07 00:42:36,2023-11-07 04:42:36,46
2003,FN2002,14,75,2023-11-16 04:52:44,2023-11-16 14:52:44,48
2004,FN2003,68,39,2024-02-01 13:57:48,2024-02-01 22:57:48,36
2005,FN2004,46,32,2024-06-11 10:35:32,2024-06-11 18:35:32,40
2006,FN2005,80,87,2024-03-23 12:53:33,2024-03-23 15:53:33,43
2007,FN2006,83,8,2023-12-15 19:59:45,2023-12-15 22:59:45,3
2008,FN2007,48,38,2023-10-06 01:49:27,2023-10-06 04:49:27,42
2009,FN2008,83,4,2023-12-24 09:10:18,2023-12-24 13:10:18,3
2010,FN2009,66,33,2023-07-18 16:11:27,2023-07-18 23:11:27,30
2011,FN2010,43,3,2024-06-15 20:37:08,2024-06-16 02:37:08,18
2012,FN2011,16,46,2023-07-31 10:37:34,2023-07-31 11:37:34,14
2013,FN2012,45,48,2023-10-18 14:26:09,2023-10-18 16:26:09,17
2014,FN2013,49,26,2024-03-12 13:36:32,2024-03-12 15:36:32,7
2015,FN2014,47,86,2024-02-07 14:22:33,2024-02-07 22:22:33,38
2016,FN2015,54,40,2024-03-22 12:56:32,2024-03-22 19:56:32,31
2017,FN2016,61,97,2024-05-19 13:40:59,2024-05-19 16:40:59,19
2018,FN2017,2,61,2024-06-21 19:32:37,2024-06-22 02:32:37,32
2019,FN2018,76,92,2023-08-23 16:05:32,2023-08-23 22:05:32,18
2020,FN2019,20,74,2023-10-21 22:44:59,2023-10-22 08:44:59,38
2021,FN2020,70,86,2024-02-07 04:16:44,2024-02-07 10:16:44,50
2022,FN2021,39,18,2023-12-08 06:01:30,2023-12-08 14:01:30,45
2023,FN2022,22,80,2023-10-12 00:32:18,2023-10-12 08:32:18,13
2024,FN2023,42,48,2023-08-14 19:08:08,2023-08-14 22:08:08,35
2025,FN2024,37,15,2023-09-13 12:01:29,2023-09-13 15:01:29,21
2026,FN2025,99,24,2023-08-08 20:41:04,2023-08-09 05:41:04,19
2027,FN2026,60,24,2023-07-30 05:39:42,2023-07-30 14:39:42,19
2028,FN2027,48,93,2024-03-26 06:37:48,2024-03-26 10:37:48,12
2029,FN2028,78,49,2024-01-21 07:41:03,2024-01-21 14:41:03,40
2030,FN2029,25,5,2023-07-23 03:26:09,2023-07-23 11:26:09,2
2031,FN2030,4,70,2024-05-05 11:51:37,2024-05-05 20:51:37,39
2032,FN2031,66,8,2024-02-15 10:09:00,2024-02-15 19:09:00,3
2033,FN2032,64,63,2023-07-28 11:24:38,2023-07-28 17:24:38,28
2034,FN2033,65,86,2023-11-29 04:17:07,2023-11-29 14:17:07,35
2035,FN2034,35,19,2024-02-13 13:14:17,2024-02-13 19:14:17,35
2036,FN2035,2,58,2024-01-25 09:09:40,2024-01-25 19:09:40,49
2037,FN2036,61,55,2023-08-03 03:56:40,2023-08-03 12:56:40,22
2038,FN2037,21,61,2023-07-01 05:37:20,2023-07-01 08:37:20,7
2039,FN2038,95,4,2023-12-17 17:53:14,2023-12-17 19:53:14,8
2040,FN2039,64,96,2024-01-21 11:36:13,2024-01-21 18:36:13,46
2041,FN2040,93,1,2023-08-05 12:27:35,2023-08-05 14:27:35,2
2042,FN2041,63,88,2024-03-15 03:37:07,2024-03-15 04:37:07,46
2043,FN2042,98,7,2023-12-16 05:09:39,2023-12-16 06:09:39,7
2044,FN2043,88,46,2023-11-30 18:32:01,2023-11-30 19:32:01,29
2045,FN2044,70,35,2024-05-18 07:00:45,2024-05-18 17:00:45,14
2046,FN2045,50,23,2023-11-19 19:35:59,2023-11-19 21:35:59,21
2047,FN2046,57,77,2024-03-25 09:59:13,2024-03-25 15:59:13,8
2048,FN2047,77,23,2023-08-04 22:13:48,2023-08-05 00:13:48,40
2049,FN2048,93,97,2024-03-19 05:24:09,2024-03-19 10:24:09,23
2050,FN2049,65,71,2023-07-25 18:33:20,2023-07-25 21:33:20,15
2051,FN2050,45,11,2024-02-26 12:39:22,2024-02-26 22:39:22,37
2052,FN2051,40,95,2023-12-08 10:50:16,2023-12-08 20:50:16,34
2053,FN2052,6,63,2024-04-21 09:53:56,2024-04-21 10:53:56,16
2054,FN2053,44,82,2023-08-18 10:41:08,2023-08-18 14:41:08,3
2055,FN2054,8,54,2024-02-06 20:45:47,2024-02-07 04:45:47,32
2056,FN2055,92,99,2024-03-13 04:37:27,2024-03-13 08:37:27,1
2057,FN2056,34,4,2023-08-23 00:04:14,2023-08-23 08:04:14,30
2058,FN2057,81,6,2023-07-17 03:50:44,2023-07-17 11:50:44,14
2059,FN2058,87,60,2024-04-17 09:50:19,2024-04-17 17:50:19,44
2060,FN2059,53,75,2024-04-10 09:02:11,2024-04-10 15:02:11,13
2061,FN2060,27,99,2024-03-04 17:51:52,2024-03-04 19:51:52,11
2062,FN2061,56,68,2023-12-31 17:33:07,2024-01-01 02:33:07,45
2063,FN2062,57,55,2024-06-10 09:41:00,2024-06-10 11:41:00,33
2064,FN2063,50,8,2023-12-28 13:29:16,2023-12-28 22:29:16,26
2065,FN2064,25,48,2024-04-09 10:04:51,2024-04-09 12:04:51,3
2066,FN2065,37,74,2024-05-05 03:31:58,2024-05-05 09:31:58,35
2067,FN2066,64,40,2023-11-26 04:01:16,2023-11-26 14:01:16,36
2068,FN2067,88,28,2024-02-07 16:49:15,2024-02-07 19:49:15,20
2069,FN2068,94,15,2023-08-17 08:51:36,2023-08-17 11:51:36,19
2070,FN2069,83,61,2024-02-18 09:19:13,2024-02-18 14:19:13,17
2071,FN2070,39,75,2023-08-18 11:19:04,2023-08-18 18:19:04,18
2072,FN2071,36,19,2023-09-11 07:35:17,2023-09-11 10:35:17,35
2073,FN2072,43,37,2024-03-18 00:29:12,2024-03-18 04:29:12,18
2074,FN2073,73,35,2024-04-19 17:22:01,2024-04-19 21:22:01,7
2075,FN2074,80,30,2024-04-18 12:28:44,2024-04-18 13:28:44,13
2076,FN2075,2,51,2024-01-04 20:53:41,2024-01-04 23:53:41,25
2077,FN2076,76,2,2024-04-21 19:55:06,2024-04-22 03:55:06,22
2078,FN2077,58,87,2024-06-08 16:13:02,2024-06-08 22:13:02,46
2079,FN2078,4,89,2023-09-07 03:05:00,2023-09-07 12:05:00,40
2080,FN2079,40,46,2023-10-28 08:12:33,2023-10-28 16:12:33,33
2081,FN2080,19,43,2024-05-22 07:35:44,2024-05-22 11:35:44,35
2082,FN2081,92,46,2024-03-26 19:27:25,2024-03-27 03:27:25,24
2083,FN2082,61,78,2023-07-23 07:48:54,2023-07-23 15:48:54,23
2084,FN2083,77,68,2023-11-30 08:48:10,2023-11-30 10:48:10,13
2085,FN2084,56,60,2023-12-16 00:23:34,2023-12-16 05:23:34,31
2086,FN2085,2,70,2024-01-17 09:50:43,2024-01-17 10:50:43,42
2087,FN2086,55,96,2023-08-22 09:51:58,2023-08-22 13:51:58,18
2088,FN2087,52,9,2023-07-16 22:28:08,2023-07-17 02:28:08,48
2089,FN2088,81,30,2023-07-23 00:48:30,2023-07-23 01:48:30,10
2090,FN2089,68,51,2023-10-06 03:59:51,2023-10-06 09:59:51,7
2091,FN2090,66,3,2024-05-09 06:45:13,2024-05-09 13:45:13,26
2092,FN2091,82,84,2024-02-10 05:47:48,2024-02-10 06:47:48,31
2093,FN2092,63,88,2023-07-11 07:37:47,2023-07-11 09:37:47,2
2094,FN2093,47,72,2023-12-11 20:48:57,2023-12-12 04:48:57,12
2095,FN2094,46,65,2023-09-17 23:18:14,2023-09-18 01:18:14,5
2096,FN2095,46,83,2024-05-04 16:43:33,2024-05-05 00:43:33,22
2097,FN2096,53,27,2024-06-19 03:15:04,2024-06-19 06:15:04,17
2098,FN2097,34,99,2023-07-30 16:37:28,2023-07-30 17:37:28,8
2099,FN2098,47,13,2024-05-06 18:08:01,2024-05-07 04:08:01,20
2100,FN2099,30,93,2024-05-28 23:18:45,2024-05-29 04:18:45,10
2101,FN2100,19,43,2024-01-15 21:49:26,2024-01-16 06:49:26,40
2102,FN2101,59,20,2023-11-04 07:18:13,2023-11-04 16:18:13,38
2103,FN2102,31,2,2023-12-21 02:18:27,2023-12-21 10:18:27,49
2104,FN2103,42,39,2024-03-28 15:23:18,2024-03-28 23:23:18,27
2105,FN2104,15,37,2024-02-29 22:11:18,2024-02-29 23:11:18,42
2106,FN2105,44,91,2023-10-07 22:37:30,2023-10-08 02:37:30,47
2107,FN2106,83,86,2024-04-29 03:08:16,2024-04-29 05:08:16,29
2108,FN2107,92,41,2024-03-13 23:13:35,2024-03-14 07:13:35,14
2109,FN2108,19,99,2023-08-06 07:09:56,2023-08-06 13:09:56,40
2110,FN2109,46,95,2024-04-18 12:47:05,2024-04-18 16:47:05,50
2111,FN2110,32,41,2023-10-29 18:03:41,2023-10-30 02:03:41,6
2112,FN2111,52,49,2024-03-06 19:21:19,2024-03-07 04:21:19,20
2113,FN2112,38,63,2023-12-30 16:59:20,2023-12-31 02:59:20,40
2114,FN2113,76,85,2023-09-10 12:12:32,2023-09-10 17:12:32,25
2115,FN2114,75,78,2023-08-01 14:58:44,2023-08-01 23:58:44,20
2116,FN2115,64,15,2024-03-20 19:44:56,2024-03-21 05:44:56,20
2117,FN2116,78,4,2023-07-16 15:39:25,2023-07-17 00:39:25,48
2118,FN2117,31,51,2024-01-27 18:31:32,2024-01-28 04:31:32,35
2119,FN2118,83,85,2023-11-13 08:31:37,2023-11-13 18:31:37,16
2120,FN2119,42,96,2023-10-11 07:06:53,2023-10-11 12:06:53,48
2121,FN2120,84,52,2023-11-02 00:41:53,2023-11-02 03:41:53,47
2122,FN2121,94,31,2024-02-10 06:21:37,2024-02-10 14:21:37,16
2123,FN2122,64,82,2024-06-25 10:25:14,2024-06-25 17:25:14,19
2124,FN2123,24,34,2024-05-03 09:20:40,2024-05-03 18:20:40,5
2125,FN2124,64,61,2024-03-06 12:05:29,2024-03-06 13:05:29,47
2126,FN2125,29,16,2023-09-18 21:54:29,2023-09-19 00:54:29,15
2127,FN2126,58,65,2023-12-21 21:14:10,2023-12-22 06:14:10,11
2128,FN2127,9,47,2024-06-17 10:08:57,2024-06-17 19:08:57,42
2129,FN2128,69,80,2024-02-04 02:06:25,2024-02-04 12:06:25,31
2130,FN2129,62,69,2024-03-08 02:31:00,2024-03-08 11:31:00,26
2131,FN2130,72,30,2024-04-17 06:19:22,2024-04-17 07:19:22,7
2132,FN2131,97,21,2023-12-25 13:36:14,2023-12-25 15:36:14,21
2133,FN2132,64,45,2024-02-21 07:30:52,2024-02-21 15:30:52,41
2134,FN2133,5,27,2024-04-05 13:22:45,2024-04-05 14:22:45,40
2135,FN2134,8,7,2023-09-24 08:27:02,2023-09-24 13:27:02,12
2136,FN2135,73,5,2024-04-28 03:52:01,2024-04-28 13:52:01,46
2137,FN2136,34,30,2024-04-18 10:42:30,2024-04-18 13:42:30,28
2138,FN2137,93,6,2023-10-02 10:02:55,2023-10-02 20:02:55,15
2139,FN2138,17,76,2023-11-03 17:03:08,2023-11-04 01:03:08,23
2140,FN2139,38,31,2023-08-17 12:18:12,2023-08-17 13:18:12,26
2141,FN2140,79,99,2023-10-14 19:35:52,2023-10-14 21:35:52,42
2142,FN2141,42,20,2024-03-26 21:11:33,2024-03-26 22:11:33,34
2143,FN2142,62,1,2023-07-08 10:48:22,2023-07-08 20:48:22,12
2144,FN2143,86,72,2023-07-17 02:42:19,2023-07-17 10:42:19,30
2145,FN2144,99,42,2024-02-10 21:08:49,2024-02-10 23:08:49,1
2146,FN2145,42,50,2023-08-12 17:02:56,2023-08-13 00:02:56,47
2147,FN2146,97,6,2024-01-15 03:02:21,2024-01-15 10:02:21,39
2148,FN2147,88,57,2023-08-20 05:34:02,2023-08-20 10:34:02,48
2149,FN2148,30,67,2023-12-01 00:00:09,2023-12-01 10:00:09,18
2150,FN2149,15,71,2024-04-03 22:08:23,2024-04-04 02:08:23,38
2151,FN2150,36,32,2023-10-04 21:58:46,2023-10-05 02:58:46,21
2152,FN2151,76,11,2024-04-07 23:26:37,2024-04-08 08:26:37,33
2153,FN2152,60,1,2023-07-12 20:59:25,2023-07-13 03:59:25,44
2154,FN2153,84,4,2024-04-07 09:24:50,2024-04-07 14:24:50,35
2155,FN2154,7,41,2023-10-13 03:46:33,2023-10-13 09:46:33,23
2156,FN2155,56,42,2023-10-01 14:12:33,2023-10-01 15:12:33,26
2157,FN2156,27,49,2024-03-17 23:26:54,2024-03-18 05:26:54,3
2158,FN2157,81,85,2024-05-02 15:29:01,2024-05-02 23:29:01,11
2159,FN2158,30,32,2024-05-14 21:17:01,2024-05-14 23:17:01,33
2160,FN2159,1,61,2023-07-15 08:15:43,2023-07-15 14:15:43,17
2161,FN2160,34,60,2024-06-06 15:05:47,2024-06-06 17:05:47,12
2162,FN2161,43,75,2024-06-20 07:26:33,2024-06-20 16:26:33,22
2163,FN2162,12,50,2023-08-19 05:13:11,2023-08-19 08:13:11,10
2164,FN2163,99,29,2023-07-11 11:15:46,2023-07-11 14:15:46,10
2165,FN2164,43,87,2024-06-02 10:06:27,2024-06-02 17:06:27,44
2166,FN2165,73,66,2023-07-22 13:06:01,2023-07-22 14:06:01,24
2167,FN2166,73,83,2024-05-04 07:32:53,2024-05-04 10:32:53,33
2168,FN2167,88,65,2024-06-06 20:00:09,2024-06-07 05:00:09,9
2169,FN2168,48,34,2023-07-10 16:38:10,2023-07-11 02:38:10,4
2170,FN2169,38,56,2024-01-04 05:47:25,2024-01-04 06:47:25,46
2171,FN2170,16,19,2023-11-30 06:30:01,2023-11-30 07:30:01,13
2172,FN2171,79,39,2024-04-10 17:34:50,2024-04-10 22:34:50,2
2173,FN2172,99,8,2024-05-23 04:37:41,2024-05-23 06:37:41,17
2174,FN2173,71,83,2023-08-27 00:28:18,2023-08-27 03:28:18,14
2175,FN2174,11,2,2023-12-25 23:27:49,2023-12-26 02:27:49,16
2176,FN2175,78,91,2024-05-15 03:33:12,2024-05-15 11:33:12,12
2177,FN2176,39,11,2024-05-17 09:12:22,2024-05-17 17:12:22,9
2178,FN2177,74,19,2023-08-31 10:02:22,2023-08-31 14:02:22,18
2179,FN2178,8,12,2023-11-03 23:43:29,2023-11-04 04:43:29,32
2180,FN2179,11,25,2023-11-19 12:06:46,2023-11-19 16:06:46,25
2181,FN2180,11,6,2024-02-15 12:30:14,2024-02-15 19:30:14,47
2182,FN2181,94,92,2024-06-16 12:22:15,2024-06-16 20:22:15,19
2183,FN2182,55,37,2023-10-15 05:00:20,2023-10-15 10:00:20,39
2184,FN2183,90,51,2024-06-06 02:12:04,2024-06-06 11:12:04,11
2185,FN2184,56,55,2024-04-18 11:19:49,2024-04-18 19:19:49,4
2186,FN2185,74,92,2023-10-24 13:37:44,2023-10-24 16:37:44,10
2187,FN2186,21,95,2023-07-30 14:18:09,2023-07-30 15:18:09,8
2188,FN2187,41,83,2023-11-29 15:28:36,2023-11-29 23:28:36,28
2189,FN2188,21,49,2024-05-15 16:02:07,2024-05-15 23:02:07,34
2190,FN2189,38,1,2024-02-11 01:46:17,2024-02-11 05:46:17,21
2191,FN2190,27,35,2023-10-26 06:22:15,2023-10-26 15:22:15,33
2192,FN2191,64,99,2023-11-21 16:02:41,2023-11-22 01:02:41,38
2193,FN2192,70,44,2024-01-31 21:06:58,2024-02-01 07:06:58,21
2194,FN2193,29,72,2024-03-24 04:42:21,2024-03-24 06:42:21,46
2195,FN2194,89,39,2024-04-16 12:32:14,2024-04-16 17:32:14,40
2196,FN2195,85,47,2023-08-11 14:01:28,2023-08-11 16:01:28,34
2197,FN2196,80,40,2023-10-27 15:17:43,2023-10-28 01:17:43,50
2198,FN2197,18,75,2023-08-30 12:45:05,2023-08-30 19:45:05,17
2199,FN2198,99,47,2023-08-03 15:28:29,2023-08-04 00:28:29,32
2200,FN2199,23,56,2023-07-03 11:39:21,2023-07-03 14:39:21,16
2201,FN2200,62,11,2023-12-28 11:23:51,2023-12-28 21:23:51,45
2202,FN2201,38,36,2024-02-16 14:58:44,2024-02-16 23:58:44,38
2203,FN2202,5,63,2023-11-19 06:30:52,2023-11-19 14:30:52,2
2204,FN2203,98,36,2024-04-25 06:34:38,2024-04-25 14:34:38,16
2205,FN2204,11,71,2023-11-15 06:32:20,2023-11-15 10:32:20,38
2206,FN2205,99,32,2023-08-03 12:23:58,2023-08-03 20:23:58,13
2207,FN2206,37,95,2024-02-28 03:18:04,2024-02-28 10:18:04,15
2208,FN2207,3,30,2024-01-09 23:01:41,2024-01-10 09:01:41,41
2209,FN2208,72,34,2024-06-01 05:55:13,2024-06-01 15:55:13,16
2210,FN2209,64,39,2024-01-11 00:11:07,2024-01-11 03:11:07,46
2211,FN2210,91,52,2024-05-19 22:20:20,2024-05-20 06:20:20,36
2212,FN2211,87,33,2024-05-22 22:58:12,2024-05-23 03:58:12,39
